"","N_USUARIS","Any","Núm. Expedient","Municipi","Estat","Tipus","HORES_SERVEI_SAD","PREU_SERVEI_SAD","IMPORT_SERVEI_SAD","IMPORT_SERVEI_SAD_IVA","HORES_SERVEI_SAD_NO","PREU_SERVEI_SAD_NO","IMPORT_SERVEI_SAD_NO","IMPORT_SERVEI_SAD_NO_IVA","Data de naixement","Sexe","Any de naixement","EDAT","TIPUS_SERVEI_SAD","Codi","PREU_SERVEI_SAD_HORA","PREU_SERVEI_SAD_HORA_NO","SAD_Dona","SAD_Home","USUARIS SAD De 31 a 50","USUARIS SAD De 51 a 70","USUARIS SAD De 71 a 100","USUARIS SAD De 0 a 30","NA","N_Municipis_Any","N_USUARIS_ANY","USUARIS_Muni","Homes","Dones","De 0 a 30","De 31 a 50","De 51 a 70","De 71 a 100","Total_POB_MUNI","Perc_SAD_POB_MUNI","Perc_SAD_Dones_Muni","Perc_SAD_Homes_Muni","Perc_SAD_USUARIS_0_a_30_A","Perc_SAD_USUARIS_31_a_50_A","Perc_SAD_USUARIS_51_a_70_A","Perc_SAD_USUARIS_71_a_100_A","Perc_Pob","Esperança_vida_H_I_D_BCN_PROV","Esperança_vida_H_BCN_PROV","Esperança_vida_D_BCN_PROV","VS_65_Homes_CAT","VS_65_Dones_CAT","Total_VS_65_HD_CAT","VS_AN_Homes_CAT","VS_AN_Dones_CAT","Total_VS_AN_HD_CAT","Total places Residències","Places Centres de dia","MEAN_VALORACIO_SIT_ECO_CAT","MEAN_VALORACIO_SIT_POL_CAT","MEAN_INTERES_POL","MEAN_STF_DEM","MEAN_CONFI_POL","MEAN_IDEOLOGIA","MEAN_SENT_PERT","VO PIB milions d'euros","VO PIB  per habitant. Milers d'euros","VO PIB  per habitant. Índex Catalunya = 100","Perc_VO_PIB_ME","VO_PIB_Dico","PERC_VO_PIB_ME_CUTTED","RFDB milers d'euros","RFDB per habitant. Milers d'euros","RFDB per habitant. Índex Catalunya = 100","Perc_VO_RFD_me","VO_RFD_Dico","Perc_VO_RFD_me_CUTTED","Altitud (m)","Superficie (km2)","Perc_pob","Densit_pob","Perc_Densit_pob","Nombre de pensions","Nombre de pensionistes","Pensions per pensionista","Perc_N_Pens","Perc_Pens_Pob","IBI_Rebuts","IBI_Base imposable (milers d'euros)","IBI_Quota íntegra (euros)","IBI_Base imposable/ Rebut (euros)","IBI_Quota íntegra/ Rebut (euros)","Perc_VO_IBI_me","VO_IBI_Dico","PERC_VO_IBI_me_CUTTED","IRPF_Base imposable general per declarant (EUROS)","IRPF_Quota resultant de l'autoliquidació per declarant (EUROS)","Perc_VO_IRPF_e","VO_IRPF_Dico","PERC_VO_IRPF_e_CUTTED","Índex de Gini (CAT)","Índex de ràtio S80/S20 (CAT)","Taxa de risc de pobresa o exclusió social (taxa AROPE)","Població en risc de pobresa (després de transferències socials)","Població que viu en llars amb intensitat de treball molt baixa (1)","Població amb privació material severa","PIB (CAT)","Producció de béns públics de caràcter social","Soport financer als ens locals","Deute públic","Pressupots Consell Comarcal Vallès Oriental (milions €)","Perc_Homes_CAT_Sota_Llindar_pobresa","Perc_Dones_CAT_Sota_Llindar_pobresa","Perc_Total_Pob_CAT_Sota_Llindar_pobresa","Anys_Dependencia","Anys_Dependencia_Cutted","ABS_DSP_2017"
"159",94,2012,"18/036/2010","La Llagosta","Actiu","Social",99,77.41,1532.55,0,0,0,0,0,1921-01-21,"Home",1921,91,"Cura de la persona i de la llar","081056",15.480303030303,NA,26,6,1,0,31,0,NA,14,189,32,6765,6847,4679,4603,2982,1348,13612,0.23508668821628,0.379728348181685,0.0886917960088692,0,0.0217249619813165,0,2.29970326409496,15.1532355920694,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,235.6,17.5,65,2.43099623381314,"PIB VO ME Per sota la mitjana","Baix-Mig",195967,145,919,3.08368775487981,"RFD VO me Per sobre la mitjana","Mig-Alta",45,3.03,3.3049022392825,4492.40924092409,13.1358761845699,"2784",2561,"1.09",3.78504603833819,0.0999057117901613,8592,220232,2422549,25632.2,282,1.12726763106216,"IBI VO me Per sota la mitjana","Baix-Mig",17121,3335,1.32818256038551,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"160",97,2012,"18/041/2010","La Llagosta","Baixa definitiva","Social",22,30.82,339.02,0,0,0,0,0,1915-06-08,"Dona",1915,97,"Cura de la persona i de la llar","081056",15.41,NA,26,6,1,0,31,0,NA,14,189,32,6765,6847,4679,4603,2982,1348,13612,0.23508668821628,0.379728348181685,0.0886917960088692,0,0.0217249619813165,0,2.29970326409496,15.1532355920694,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,235.6,17.5,65,2.43099623381314,"PIB VO ME Per sota la mitjana","Baix-Mig",195967,145,919,3.08368775487981,"RFD VO me Per sobre la mitjana","Mig-Alta",45,3.03,3.3049022392825,4492.40924092409,13.1358761845699,"2784",2561,"1.09",3.78504603833819,0.0999057117901613,8592,220232,2422549,25632.2,282,1.12726763106216,"IBI VO me Per sota la mitjana","Baix-Mig",17121,3335,1.32818256038551,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"161",98,2012,"18/042/2010","La Llagosta","Actiu","Social",141,186.12,2186.73,0,0,0,0,0,1928-12-28,"Dona",1928,84,"Cura de la persona i de la llar","081056",15.5087234042553,NA,26,6,1,0,31,0,NA,14,189,32,6765,6847,4679,4603,2982,1348,13612,0.23508668821628,0.379728348181685,0.0886917960088692,0,0.0217249619813165,0,2.29970326409496,15.1532355920694,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,235.6,17.5,65,2.43099623381314,"PIB VO ME Per sota la mitjana","Baix-Mig",195967,145,919,3.08368775487981,"RFD VO me Per sobre la mitjana","Mig-Alta",45,3.03,3.3049022392825,4492.40924092409,13.1358761845699,"2784",2561,"1.09",3.78504603833819,0.0999057117901613,8592,220232,2422549,25632.2,282,1.12726763106216,"IBI VO me Per sota la mitjana","Baix-Mig",17121,3335,1.32818256038551,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"162",99,2012,"18/047/2010","La Llagosta","Actiu","Social",50,186.12,775.54,0,0,0,0,0,1924-08-30,"Home",1924,88,"Cura de la persona i de la llar","081056",15.5108,NA,26,6,1,0,31,0,NA,14,189,32,6765,6847,4679,4603,2982,1348,13612,0.23508668821628,0.379728348181685,0.0886917960088692,0,0.0217249619813165,0,2.29970326409496,15.1532355920694,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,235.6,17.5,65,2.43099623381314,"PIB VO ME Per sota la mitjana","Baix-Mig",195967,145,919,3.08368775487981,"RFD VO me Per sobre la mitjana","Mig-Alta",45,3.03,3.3049022392825,4492.40924092409,13.1358761845699,"2784",2561,"1.09",3.78504603833819,0.0999057117901613,8592,220232,2422549,25632.2,282,1.12726763106216,"IBI VO me Per sota la mitjana","Baix-Mig",17121,3335,1.32818256038551,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"163",103,2012,"25/001/2012","Montornès del Vallès","Baixa definitiva","Social",83,155.18,1288.75,0,0,0,0,0,1971-07-28,"Dona",1971,41,"Cura de la persona i de la llar","081363",15.5271084337349,NA,22,15,2,5,28,2,NA,14,189,37,8259,7933,6095,5695,3065,1337,16192,0.22850790513834,0.277322576578848,0.181620050853614,0.0328137817883511,0.0351185250219491,0.163132137030995,2.09424083769634,18.0253592937693,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,539.2,33.5,124.4,5.56363823969458,"PIB VO ME Per sobre la mitjana","Alt",238446,148,936,3.75212668663638,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.93130892289614,1582.79569892473,4.62811983760148,"2768",2530,"1.09",3.73922939359454,0.0986963884533808,10721,996620,4925764,92959.6,459.5,5.10124535248816,"IBI VO me Per sobre la mitjana","Alt",18911,3895,1.55120571895099,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"164",105,2012,"25/002/2012","Montornès del Vallès","Baixa definitiva","Social",25,46.59,388.25,0,0,0,0,0,1935-11-27,"Dona",1935,77,"Cura de la persona i de la llar","081363",15.53,NA,22,15,2,5,28,2,NA,14,189,37,8259,7933,6095,5695,3065,1337,16192,0.22850790513834,0.277322576578848,0.181620050853614,0.0328137817883511,0.0351185250219491,0.163132137030995,2.09424083769634,18.0253592937693,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,539.2,33.5,124.4,5.56363823969458,"PIB VO ME Per sobre la mitjana","Alt",238446,148,936,3.75212668663638,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.93130892289614,1582.79569892473,4.62811983760148,"2768",2530,"1.09",3.73922939359454,0.0986963884533808,10721,996620,4925764,92959.6,459.5,5.10124535248816,"IBI VO me Per sobre la mitjana","Alt",18911,3895,1.55120571895099,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"165",106,2012,"25/003/2011","Montornès del Vallès","Actiu","Social",24,186.12,372.24,0,0,0,0,0,1957-01-12,"Home",1957,55,"Cura de la persona i de la llar","081363",15.51,NA,22,15,2,5,28,2,NA,14,189,37,8259,7933,6095,5695,3065,1337,16192,0.22850790513834,0.277322576578848,0.181620050853614,0.0328137817883511,0.0351185250219491,0.163132137030995,2.09424083769634,18.0253592937693,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,539.2,33.5,124.4,5.56363823969458,"PIB VO ME Per sobre la mitjana","Alt",238446,148,936,3.75212668663638,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.93130892289614,1582.79569892473,4.62811983760148,"2768",2530,"1.09",3.73922939359454,0.0986963884533808,10721,996620,4925764,92959.6,459.5,5.10124535248816,"IBI VO me Per sobre la mitjana","Alt",18911,3895,1.55120571895099,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"166",108,2012,"25/004/2012","Montornès del Vallès","Baixa definitiva","Social",44,93.18,683.32,0,0,0,0,0,1929-02-25,"Dona",1929,83,"Cura de la persona i de la llar","081363",15.53,NA,22,15,2,5,28,2,NA,14,189,37,8259,7933,6095,5695,3065,1337,16192,0.22850790513834,0.277322576578848,0.181620050853614,0.0328137817883511,0.0351185250219491,0.163132137030995,2.09424083769634,18.0253592937693,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,539.2,33.5,124.4,5.56363823969458,"PIB VO ME Per sobre la mitjana","Alt",238446,148,936,3.75212668663638,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.93130892289614,1582.79569892473,4.62811983760148,"2768",2530,"1.09",3.73922939359454,0.0986963884533808,10721,996620,4925764,92959.6,459.5,5.10124535248816,"IBI VO me Per sobre la mitjana","Alt",18911,3895,1.55120571895099,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"167",109,2012,"25/005/2008","Montornès del Vallès","Actiu","Social",105.5,170.59,1635.895,0,0,0,0,0,1926-01-14,"Dona",1926,86,"Cura de la persona i de la llar","081363",15.5061137440758,NA,22,15,2,5,28,2,NA,14,189,37,8259,7933,6095,5695,3065,1337,16192,0.22850790513834,0.277322576578848,0.181620050853614,0.0328137817883511,0.0351185250219491,0.163132137030995,2.09424083769634,18.0253592937693,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,539.2,33.5,124.4,5.56363823969458,"PIB VO ME Per sobre la mitjana","Alt",238446,148,936,3.75212668663638,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.93130892289614,1582.79569892473,4.62811983760148,"2768",2530,"1.09",3.73922939359454,0.0986963884533808,10721,996620,4925764,92959.6,459.5,5.10124535248816,"IBI VO me Per sobre la mitjana","Alt",18911,3895,1.55120571895099,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"168",110,2012,"25/006/2012","Montornès del Vallès","Actiu","Social",34,139.77,528.02,0,0,0,0,0,1931-02-10,"Home",1931,81,"Cura de la persona i de la llar","081363",15.53,NA,22,15,2,5,28,2,NA,14,189,37,8259,7933,6095,5695,3065,1337,16192,0.22850790513834,0.277322576578848,0.181620050853614,0.0328137817883511,0.0351185250219491,0.163132137030995,2.09424083769634,18.0253592937693,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,539.2,33.5,124.4,5.56363823969458,"PIB VO ME Per sobre la mitjana","Alt",238446,148,936,3.75212668663638,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.93130892289614,1582.79569892473,4.62811983760148,"2768",2530,"1.09",3.73922939359454,0.0986963884533808,10721,996620,4925764,92959.6,459.5,5.10124535248816,"IBI VO me Per sobre la mitjana","Alt",18911,3895,1.55120571895099,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"169",111,2012,"25/007/2011","Montornès del Vallès","Actiu","Social",51,186.12,790.95,0,0,0,0,0,1928-08-19,"Dona",1928,84,"Cura de la persona i de la llar","081363",15.5088235294118,NA,22,15,2,5,28,2,NA,14,189,37,8259,7933,6095,5695,3065,1337,16192,0.22850790513834,0.277322576578848,0.181620050853614,0.0328137817883511,0.0351185250219491,0.163132137030995,2.09424083769634,18.0253592937693,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,539.2,33.5,124.4,5.56363823969458,"PIB VO ME Per sobre la mitjana","Alt",238446,148,936,3.75212668663638,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.93130892289614,1582.79569892473,4.62811983760148,"2768",2530,"1.09",3.73922939359454,0.0986963884533808,10721,996620,4925764,92959.6,459.5,5.10124535248816,"IBI VO me Per sobre la mitjana","Alt",18911,3895,1.55120571895099,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"170",112,2012,"25/007/2012","Montornès del Vallès","Actiu","Social",68,139.77,1056.04,0,0,0,0,0,1931-03-12,"Home",1931,81,"Cura de la persona i de la llar","081363",15.53,NA,22,15,2,5,28,2,NA,14,189,37,8259,7933,6095,5695,3065,1337,16192,0.22850790513834,0.277322576578848,0.181620050853614,0.0328137817883511,0.0351185250219491,0.163132137030995,2.09424083769634,18.0253592937693,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,539.2,33.5,124.4,5.56363823969458,"PIB VO ME Per sobre la mitjana","Alt",238446,148,936,3.75212668663638,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.93130892289614,1582.79569892473,4.62811983760148,"2768",2530,"1.09",3.73922939359454,0.0986963884533808,10721,996620,4925764,92959.6,459.5,5.10124535248816,"IBI VO me Per sobre la mitjana","Alt",18911,3895,1.55120571895099,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"171",113,2012,"25/008/2012","Montornès del Vallès","Actiu","Social",17,93.18,264.01,0,0,0,0,0,1925-04-16,"Home",1925,87,"Cura de la persona i de la llar","081363",15.53,NA,22,15,2,5,28,2,NA,14,189,37,8259,7933,6095,5695,3065,1337,16192,0.22850790513834,0.277322576578848,0.181620050853614,0.0328137817883511,0.0351185250219491,0.163132137030995,2.09424083769634,18.0253592937693,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,539.2,33.5,124.4,5.56363823969458,"PIB VO ME Per sobre la mitjana","Alt",238446,148,936,3.75212668663638,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.93130892289614,1582.79569892473,4.62811983760148,"2768",2530,"1.09",3.73922939359454,0.0986963884533808,10721,996620,4925764,92959.6,459.5,5.10124535248816,"IBI VO me Per sobre la mitjana","Alt",18911,3895,1.55120571895099,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"172",116,2012,"25/009/2011","Montornès del Vallès","Actiu","Social",80,155.06,1240.96,0,0,0,0,0,1928-04-18,"Home",1928,84,"Cura de la persona i de la llar","081363",15.512,NA,22,15,2,5,28,2,NA,14,189,37,8259,7933,6095,5695,3065,1337,16192,0.22850790513834,0.277322576578848,0.181620050853614,0.0328137817883511,0.0351185250219491,0.163132137030995,2.09424083769634,18.0253592937693,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,539.2,33.5,124.4,5.56363823969458,"PIB VO ME Per sobre la mitjana","Alt",238446,148,936,3.75212668663638,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.93130892289614,1582.79569892473,4.62811983760148,"2768",2530,"1.09",3.73922939359454,0.0986963884533808,10721,996620,4925764,92959.6,459.5,5.10124535248816,"IBI VO me Per sobre la mitjana","Alt",18911,3895,1.55120571895099,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"173",117,2012,"25/009/2012","Montornès del Vallès","Baixa definitiva","Social",34,31.06,528.02,0,0,0,0,0,1996-01-15,"Dona",1996,16,"Cura de la persona i de la llar","081363",15.53,NA,22,15,2,5,28,2,NA,14,189,37,8259,7933,6095,5695,3065,1337,16192,0.22850790513834,0.277322576578848,0.181620050853614,0.0328137817883511,0.0351185250219491,0.163132137030995,2.09424083769634,18.0253592937693,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,539.2,33.5,124.4,5.56363823969458,"PIB VO ME Per sobre la mitjana","Alt",238446,148,936,3.75212668663638,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.93130892289614,1582.79569892473,4.62811983760148,"2768",2530,"1.09",3.73922939359454,0.0986963884533808,10721,996620,4925764,92959.6,459.5,5.10124535248816,"IBI VO me Per sobre la mitjana","Alt",18911,3895,1.55120571895099,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"174",119,2012,"25/010/2011","Montornès del Vallès","Baixa definitiva","Social",4,15.41,61.64,0,0,0,0,0,1931-10-15,"Home",1931,81,"Cura de la persona i de la llar","081363",15.41,NA,22,15,2,5,28,2,NA,14,189,37,8259,7933,6095,5695,3065,1337,16192,0.22850790513834,0.277322576578848,0.181620050853614,0.0328137817883511,0.0351185250219491,0.163132137030995,2.09424083769634,18.0253592937693,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,539.2,33.5,124.4,5.56363823969458,"PIB VO ME Per sobre la mitjana","Alt",238446,148,936,3.75212668663638,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.93130892289614,1582.79569892473,4.62811983760148,"2768",2530,"1.09",3.73922939359454,0.0986963884533808,10721,996620,4925764,92959.6,459.5,5.10124535248816,"IBI VO me Per sobre la mitjana","Alt",18911,3895,1.55120571895099,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"175",120,2012,"25/010/2012","Montornès del Vallès","Actiu","Social",40,62.12,621.2,0,0,0,0,0,1933-05-29,"Home",1933,79,"Cura de la persona i de la llar","081363",15.53,NA,22,15,2,5,28,2,NA,14,189,37,8259,7933,6095,5695,3065,1337,16192,0.22850790513834,0.277322576578848,0.181620050853614,0.0328137817883511,0.0351185250219491,0.163132137030995,2.09424083769634,18.0253592937693,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,539.2,33.5,124.4,5.56363823969458,"PIB VO ME Per sobre la mitjana","Alt",238446,148,936,3.75212668663638,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.93130892289614,1582.79569892473,4.62811983760148,"2768",2530,"1.09",3.73922939359454,0.0986963884533808,10721,996620,4925764,92959.6,459.5,5.10124535248816,"IBI VO me Per sobre la mitjana","Alt",18911,3895,1.55120571895099,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"176",121,2012,"25/011/2011","Montornès del Vallès","Actiu","Social",74,170.59,1147.3,0,0,0,0,0,1943-02-28,"Dona",1943,69,"Cura de la persona i de la llar","081363",15.5040540540541,NA,22,15,2,5,28,2,NA,14,189,37,8259,7933,6095,5695,3065,1337,16192,0.22850790513834,0.277322576578848,0.181620050853614,0.0328137817883511,0.0351185250219491,0.163132137030995,2.09424083769634,18.0253592937693,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,539.2,33.5,124.4,5.56363823969458,"PIB VO ME Per sobre la mitjana","Alt",238446,148,936,3.75212668663638,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.93130892289614,1582.79569892473,4.62811983760148,"2768",2530,"1.09",3.73922939359454,0.0986963884533808,10721,996620,4925764,92959.6,459.5,5.10124535248816,"IBI VO me Per sobre la mitjana","Alt",18911,3895,1.55120571895099,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"177",122,2012,"25/011/2012","Montornès del Vallès","Actiu","Social",30,62.12,465.9,0,0,0,0,0,1929-10-02,"Home",1929,83,"Cura de la persona i de la llar","081363",15.53,NA,22,15,2,5,28,2,NA,14,189,37,8259,7933,6095,5695,3065,1337,16192,0.22850790513834,0.277322576578848,0.181620050853614,0.0328137817883511,0.0351185250219491,0.163132137030995,2.09424083769634,18.0253592937693,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,539.2,33.5,124.4,5.56363823969458,"PIB VO ME Per sobre la mitjana","Alt",238446,148,936,3.75212668663638,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.93130892289614,1582.79569892473,4.62811983760148,"2768",2530,"1.09",3.73922939359454,0.0986963884533808,10721,996620,4925764,92959.6,459.5,5.10124535248816,"IBI VO me Per sobre la mitjana","Alt",18911,3895,1.55120571895099,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"178",123,2012,"25/012/2011","Montornès del Vallès","Baixa definitiva","Social",2,15.41,30.82,0,0,0,0,0,1929-01-12,"Dona",1929,83,"Cura de la persona i de la llar","081363",15.41,NA,22,15,2,5,28,2,NA,14,189,37,8259,7933,6095,5695,3065,1337,16192,0.22850790513834,0.277322576578848,0.181620050853614,0.0328137817883511,0.0351185250219491,0.163132137030995,2.09424083769634,18.0253592937693,82.57,79.58,85.39,16.47,19.92,18.28,76.4,81.18,78.79,2803,857,4.13931888544892,3.39576883384933,2.33797729618163,3.02012383900929,4.80804953560371,4.50533195734434,8.44969040247678,539.2,33.5,124.4,5.56363823969458,"PIB VO ME Per sobre la mitjana","Alt",238446,148,936,3.75212668663638,"RFD VO me Per sobre la mitjana","Mig-Alta",116,10.23,3.93130892289614,1582.79569892473,4.62811983760148,"2768",2530,"1.09",3.73922939359454,0.0986963884533808,10721,996620,4925764,92959.6,459.5,5.10124535248816,"IBI VO me Per sobre la mitjana","Alt",18911,3895,1.55120571895099,"IRPF VO me Per sota la mitjana","Baix",NA,NA,NA,NA,NA,NA,201768,15098.59,2897.69,3674.43,15.19,19,22,20.5,3.77999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
